texts,destination
ขอสอบถามหน่อย พอดีว่ายกเลิกอินเตอร์เน็ตไป เดือนแล้ว Aircard แต่ยังมีเอกสารส่งมาชำระยอดค่ะ,billing and payment
เครื่องไม่สามารถรับส่ง SMS ได้ครับ,billing and payment
ค่ะ จะสอบถามเกี่ยวกับบริการทรูโอนเงินให้เพื่อนอ่ะค่ะ,billing and payment
มีปัญหาเรื่องการรับ-ส่งข้อความค่ะ,billing and payment
เบอร์ผมถูกตัดไม่ทราบว่าเรื่องค่าค้างชำระบริการหรือว่ายอดที่เกินจากที่ตั้งไว้,billing and payment
จะรบกวนสอบถามค่าใช้บริการคะ,billing and payment
อยากถาม ซิมมีปัญหา หรือไม่ ตังค์หายทีละนิด ทีละนิด,billing and payment
สอบถามวันตัดรอบบิลค่ะ,billing and payment
อยากจะสอบถามเรื่องค่าใช้จ่ายค่ะ,billing and payment
จะขออนุญาตสอบถาม หมายเลขของผมได้ลงทะเบียนไปหรือยัง,billing and payment
คืออย่างนี้ พี่จะสอบถามว่า เบอร์ที่พี่กดไปคะ มันมีค่าบริการเท่าไร เบอร์นี้พี่ไม่ได้ใช้เอง มีเพื่อนยืมบัตรพี่ไปเปิด,billing and payment
สอบถามเกี่ยวกับการชำระเงินครับ,billing and payment
เบอร์นีมีการชำระค่าบริการแล้วใช่ไหมครับ,billing and payment
